vesselId,letterPart_호제외,number_호있는것,number_호없는것,koreanNameCandidates
51c2b1386-6a36-8d34-f65e-b9ec48c67a5b,SU JIN,,,수진
51cda32e5-5b56-178c-4427-2ae473066a9b,JJANG GU TU,,,짱구두 | 짱구투
51d2f7035-5a5e-1bb0-3af7-5de93982bd7c,BOO YOUNG HO@,,,부영 | 부용 | 보영
5204b94dc-c2cb-6532-839f-de6d97b62236,GUEM JEONG,,32,금정
520c5c7e9-9f71-86c2-1328-74ec79ca5270,JJ FISHING,,,
5210bc28c-c3c7-a9f0-44cf-d2ed3c3b3f33,PYUNG JIN,,207,평진
5219e9730-0dec-bef6-add9-064f0223d3b7,HYEONMIN,,,현민
5223c2483-312b-0ca5-ced2-51f9299d883f,WOO YEON,,,우연
5241c3d01-1467-e13b-4f94-9485806dc5af,BAEK SANG EO,,,백상어
525d531a6-675f-851d-c90f-30380e270cce,KEOMBOK,,21,검복
525f8468c-c0d0-9684-6237-6d1cac842d9d,JOKER,,,
52798deb8-8882-9a5a-2d0d-f42e60f71bed,DEOK YANG@,,,덕양 | 덕향
5279f2863-3e23-0bd5-0a13-d47f409105a6,HEE YEONG,,,희영
528307e4b-bb2d-d150-9803-3ad0d985da5e,CHEONG MYUNG,,,청명
52ab16c00-017c-4a97-8761-375d757b9cd8,NAIKY,,,
52b26ec49-9237-e30b-171e-8702757092c0,BAEGHO,,,백
52b319cdb-ba00-11db-ba4f-2bf4809410fa,DAON,,,다온
52d523b7b-b6da-bc1c-e471-a719b689fdad,MIN JI,,,민지
52d5efe8c-cef7-8ce2-ad7b-d02fc835d213,DAE LIM,1호,,대림 | 대임
52e94f381-1d28-f5a7-40cc-edc35c0b9500,YEONGSIN,,,영신
52fd17148-8350-7c1a-5638-6eec329c5ec9,HAN BA DA,,,한바다 | 한바대
52ff747db-b577-9e28-8404-e689a4b34cd1,WON SUNG,,,원성 | 원승 | 원숭
5312b3b67-7756-6942-1375-3be47cdc8278,ZET,,,
531b982f9-9597-8e5c-15a6-f3f9dccf42a1,GANGWON,,202,강원
531c58a48-8212-a698-fe53-eb61812b75e1,DONG UN,3호,,동운 | 동은
53340e008-8448-eb45-abbc-7ce5c10d8a25,BU GANG,388호,,부강
5337c36f7-7135-8837-e939-fabbec6f8740,GYEONG BOK,,2025,경복
536836e79-9334-b9c8-188d-0833fa82dca3,BLUE HOL,,,
53731a679-91d0-d29b-eea1-07404017b78e,IL KWANG,,,일광
53762b599-9221-1ab5-80dc-db7364142f37,CHANG IL,,,창일
539471841-1427-d402-55d4-6ba7b23a2162,ABYSS,,,
53a24ab21-1821-0b6a-50a9-596a28aff7f2,JEMANSEONG,101호,,제만성
53a689ca6-6793-7e0d-b58d-01c5eddb882f,YOUNG SUNG,,,영성 | 용성 | 영승
53b148fc7-79bb-a687-63f0-006ce475fc10,SUNGGYEONG,3호,,성경 | 승경 | 숭경
53b1ed58a-add1-ce24-66c7-4f56c08b519e,TAE JIN HO-,,3,태진
53b7f1c13-3617-3bf6-e97c-b73956750725,DAE JIN,,,대진
53c80544d-d6b3-a763-6d89-37ab1501debc,CHANG HAE,,,창해
53ea6fce6-6618-2f0a-33e3-c7d9f9b02638,MAN GWANG,,,만광
53f38efe0-0a1e-ff65-a965-a45b86c8fd8d,WOOJIN,,11,우진
53f9f3ba0-066a-0177-a82f-ab1ee666bdef,TAE JIN,,,태진
54080547d-d184-4d31-2095-a2f8aca7eeb1,BADA,,,바다
5420ef21f-f247-7c92-70c7-6da93f88426c,DONGWON,,,동원
542fcf8a3-34a1-cde3-18d4-2226a51982ea,BLUEMARIN@,,,
5434374d8-872a-3d3e-3902-77de39ae19a8,HAK AM PO,,,
543e319c8-84fd-2d52-6fe4-c00b10e9a389,SIN JIN TAE POONG,,,신진태풍
544b6b165-5442-1354-b783-314c36ad2f10,SU GWANG,,103,수광
54573de30-0027-5d4b-2e5a-361fcdc99b2b,YEONG WON,,,영원
547b57efa-a805-4893-76dd-7fe6c480c9b9,SEONG HYUN,,,성현
54846a194-4282-57b1-4a6c-6582025059e2,SI YOUNG,,,시영 | 시용
5496d4056-60c9-0c95-2507-3d8aac83c0cf,BIRYONG,,,비룡 | 비용
549c33df2-2581-2b7c-6f78-486de1bf2d9b,ARIUL,,2,
54a8ff3a3-3fbd-3064-633c-51318c8e4ca2,DEOKJIN HO? K P,,607,
54cbe0225-563c-b0eb-20c3-d54825b6de63,HAE IN,101호,,해인
54da1a44a-a49b-4baa-4fdd-dd5f908f6e14,HAN RIM,,,한림 | 한임
5510ed66c-ca33-a8f8-6240-c0795be1da58,GEUMKANG,7호,,금강
551c7baa7-7338-d229-469a-082e1d5a0745,YEONG YANG,,,영양 | 영향
55205f5e1-1939-1a7b-636f-061e4c00da9b,NEWFHINGRAND,,,
5521605e2-2198-56ca-86f9-8aadd591280d,KWANGMYUNG,,,광명
553d624bf-fee5-f7e2-01b2-dbf9db3042e6,CHEONG WOON,,,청운
557e85ee9-903f-8216-d07b-6310910b6d28,NICE,,,
558bc5427-7d70-10ca-b9a9-18f8b74c9b02,DAE DONG,,,대동
558d6c899-9a05-4727-fe88-7b4d857ee669,DEOK JIN,,,덕진
55abc63e2-28b9-b20f-8ccf-74d11bd9e2fc,DEA YANG,,,대양 | 대향
55e8a44ff-f5d6-6ad7-fb21-f3ebcf68e0d3,MAN GU,,18,만구
56009db40-0cfc-8fd7-ee58-c5b5286e4209,SANGJIN,,,상진
5609e909c-cfb4-81de-1f56-336019354d08,JE CHANGNAM,,9,제창남
5615f7673-3abd-115f-2fe8-e943b9ed0fc3,BOO GUK,,,부국 | 보국
56294e011-145e-caa4-9713-60be64ce995c,NEWFAMILY,,,
5654b4d7a-a97c-02e3-5e1f-e4f733ac94ef,HAE SUNG,,,해성 | 해승 | 해숭
56630c86d-db53-eccd-c1c1-006dc6dd5c96,WOO SUNG,7호,,우성 | 우승 | 우숭
56631366d-dbec-5d91-4e38-3e625228e7ac,GORYEO,,968,고려
56ccef3c5-56f9-3954-e095-7400de2ad696,YEOJU,,,여주
56dc4b7cc-c51e-29f6-9c79-2305163ac92e,DAESUNG,,,대성 | 대승 | 대숭
56de5da8b-be8d-002e-ff77-a894d139d142,DONGA,,3,동아
56dff9e82-2576-73fe-c59d-38133145dfa3,CHUNG NAM,3호,,충남 | 청남
56e27194e-eb74-ac3d-add8-f3a7b74f6433,SUN DUCK,,,선덕 | 순덕
56e39078b-b7e9-e601-4f0d-08a14b17ae29,MIN SENG,,,민생 | 민성
56e4275d8-84d6-bcb2-81b1-46d0c4dadcc8,MARINE STAR,,,
570cde5a5-59a2-cf70-4726-d6c5bd1d2a4b,CHEON HAE,,,천해
572595991-1c33-0ee0-c70c-22ac3a880b12,DAE GIL,,,대길
575323c7e-e964-a4bf-005c-17a061a0df5a,BOOIL,,,부일 | 보일
575a094f9-9919-d57a-35b7-328946c84ad4,GILSUNG,,5,길성 | 길승 | 길숭
575f744de-efa9-0ec2-c512-7c24ea69d16f,HYEON SOO HO@,,2,현수
5773886c5-5266-c7a4-55c3-dea520fbe644,CHAMPION,,,
577fd9508-8e2b-e4ee-ba40-bb637308d281,NOMANSEONG_,,507,노만성
578b4ccb4-450d-4a80-a044-f88e42e009ab,WOO RI,,508,우리
578b7ae22-2d03-817e-4a95-3329985512ac,HAN JIN,,97,한진
57b5c6446-6fe5-7d90-21ea-5f277dfdddde,BUYOUNG,,,부영 | 부용
57c92b412-28dd-02e8-c427-5177c11a3c1b,GWANGYANG,,56,광양
57d5255bf-f0cf-750c-7c3f-541c34e235ce,HWA CHANG,,162,화창
57d8eb8ed-d0c1-7586-a242-033fcfad3dcb,DONG YANG,,500,동양 | 동향
57da2bd40-01da-723c-8c5f-909b5adc465b,POSEIDON,,,
57e35c942-2ab2-df95-3f14-91f35b85a6f5,HA RAM,,2019,하람
57e6b2e72-2465-72b4-95a8-71d269a45514,NO. HO NAM,,3,호남
5802dd40e-eecd-6c75-1445-b522daaddbd1,YEONG CHANG,,,영창
58270c1ec-c870-2af8-e15f-b137bcaf3c7b,PUNGSUENG,,20,풍승 | 풍성
584a3bdeb-bc70-1524-0d5c-7f72cb1262c8,DAE LIM,,,대림 | 대임
5858767c4-43f6-51b0-4f87-9cf2c204093d,TIMNURI,,,
585db975f-fc8f-e0f7-a4d8-3e1f9eef48a7,JE CHANG KYUNG,3호,,제창경
5866781d3-3c3c-b0d8-ee56-ee62fac90e2f,YONG MA,,,용마 | 영마
5874f2008-88e2-a726-dbbc-319afc1a361e,MAN SUK@,,,만석 | 만숙
58752293b-bad5-8996-e255-f621be030f9b,NEW SIN MYEONG,,,
5875820e4-4d08-d7bf-7116-da9135482479,SEO WON,,,서원
5880084e9-9394-049c-5279-99e3ce414e5d,SSANGDUNGI,,,
58840fb47-72f4-9417-9302-95a8232fe613,YEON CHANG,,,연창
5890b2c67-7290-658f-b58a-3aa396546180,LAMER NO.,,1,
589fd4ba7-7f00-733b-fefa-5207acdf92ab,NO.GEUMSEONG,,13,금성
58a5bb31c-cf82-8785-ddb5-a478bdedb60b,SU YOUNG HO@,,,수영 | 수용
58ab4e84d-d6a5-b55d-d239-e0cb10284ca8,CHEONG HAE,,202,청해
58b18f3cd-db28-44a9-924d-b824c152a160,YOUNG BOK,,,영복 | 용복
58b342862-2e2b-23ee-5548-64e4cff71ad8,YONG JIN,,2017,용진
58d7320a2-2685-e641-588b-a48b5b560478,HAE JU,,,해주
58da60093-322f-c2eb-28cd-b28f3ffcd92a,GEONMYOUNG,,,건명
58fc30e03-35ec-ad95-28a5-cc5e3597f01f,GEUM A,,,금아 | 금에이
590bd65dc-c280-0f4c-852d-46cdb2cff1b0,NO. DAE YANG,,111,대양
5918db760-0e9b-fab9-a289-65dd31965ac5,MIN HI,,,
592abeaec-cc6c-d506-7cd2-fe7393301b3f,SEO RIN,,,서린
592e5e702-27b3-c52d-ce85-e2003b1d9abf,TAHITI,,,
5946781a8-8c10-8699-529f-123bd2503101,YU KYUNG,,,유경
5968e2225-581b-47d0-45fb-79893933c137,SAMDEOG LEJEO,,,
598220500-0fc1-1b6a-2406-0902c54ce613,DAE UN,102호,,대운 | 대은
599369213-3805-3ac1-f891-69f4ca4ee8cd,DAEYANG,1호,,대양
59a40d0e4-4927-9369-dd87-3bee5842ba23,YU SIN,207호,,유신
59a781a82-2008-c08f-9082-2bb1d05f3028,YANGJIN,,,양진
59bad0051-1aa7-0e1c-881a-a56e69d3b7e1,DONG IL,,,동일
59e9bcdb7-7457-abf9-45a8-7338637c83c3,DAESEONG,7호,,대성
5a0ec3229-9d3c-ff7a-f343-85ef3f414339,YONG JU,,,용주 | 영주
5a1a0adb5-537a-30bd-7a7b-cdfa3d1e0b06,TONGYOUNG,,88,통영
5a1f2f010-06f9-a718-91dc-d83420353130,MIN JI,5호,,민지
5a229752a-a319-be96-879b-71f5c1438c20,YONG-SAN------------,,,용산 | 영산
5a308dfec-c568-a29a-b7d8-06e202ae822d,YUNG IL,,308,영일 | 용일
5a32b13aa-ac6c-a985-b2bd-51e0578d0cf7,HANGUK SUJUNG,5호,,항욱수중 | 항욱수정 | 한국수중
5a3c55420-0eba-d0f3-913f-7115d1a83e98,BANGTAN EO BOO@,,,
5a4d4e2e7-7746-b975-44ec-44cc7d00ec74,FISHING GUID,,2,
5a5aa6945-5cb5-f609-4e7b-9fe6c5b003e8,HWA KYANG,,,
5a73c3888-88e5-20c1-9745-8c73aa9ed10e,DOL SAN,,7,돌산
5a76cd623-3db9-e6c5-f63d-8d78e2019270,KYUNG JIN,,,경진
5a95d2197-74ea-3cfd-a1ac-349e4cf0d144,SAE HAE JIN,,,
5acd0e988-8098-6a75-821e-3a79d3ae18dc,JUNG ILL,1호,,중일 | 정일
5ad0ca8e0-0458-fe42-a22d-2efa54c7bd7c,KUMSUNG,,,금성 | 금승 | 금숭
5ad4e89b7-7499-af39-5b24-50a08854b489,MOON SUNG,6호,,문성 | 문승 | 문숭
5b1b9533e-e681-cd7e-53c7-13ef85f88d02,HAECHANG,,,해창
5b282405f-f61a-7817-296a-bfc4703967f6,TAE SUNG,,,태성 | 태승 | 태숭
5b2828624-46b9-7fca-a89f-886913b15dda,SONG GANG,2호,,송강 | 성강
5b39e7f1b-bf04-1361-efb5-0d72fdb892cc,YU HAN,101호,,유한
5b3a46707-7941-8801-13f9-020356cc345e,BIK TO LI,,,
5b525ebb7-7cdc-48a6-52a7-59c805e0a1e7,,,303,
5b5a764a4-4a22-bc18-d6fd-0e514c07a8bc,HYE SEONG,,,혜성
5b6147956-6c05-39cb-5bfc-9dcd16fd7345,YOU SIN,,,유신
5b71fb0f4-4c6e-d0dd-3497-991c249f98e2,YUIL,,7,유일
5ba95cbc5-5d7f-0dc1-a170-a52c7aa7dd71,BON SEON BU RI,,,
5bb29d1e3-30af-a701-d43b-ffd5c25be9c6,JE HAEYOUNG HO@,,7,제해영 | 제해용
5bb65ecce-eb03-2ec0-8448-4a78d8a83b74,BUM GORAE,,,범고래
5bc442632-27f8-703a-5f62-09a5d3115993,SEUNG MAN,,327,승만 | 세웅만
5bd608ccb-bc52-88d3-c543-d85396970d7e,SEOP JIN,,,
5bdb94419-9512-33bf-1397-417d1ed56d94,JIN HUNG,,,진흥
5bee33f3e-e81b-81c6-f76b-d49436515a7c,RED PUL,,,
5beed8ea2-2bb8-6b94-6964-0dfc0bdd2638,SEJIN,,2022,세진
5bf4a0f0e-e685-53b1-c3aa-51bb28755914,GEUM SEONG,,25,금성
5bf6ff58a-a588-fdee-4784-097d0424f55c,HAESEONGFISING,,,
5bf93679b-baa0-6dc1-3c7f-461ff2df7a8a,SANG JIN,,,상진
5bfb4fe17-77ec-e031-efa3-ea76ea3fba55,HANRYO,,,한료
5bfc3b528-86bb-7f5e-f359-f9da4c4e2629,DONGBAEK,,,동백
5bffe04f6-639e-b165-2f9b-63a0390bdd4a,GANG JIN,2024호,,강진
5c01d2329-9f42-b1de-dcd5-968fc7d34199,SU SUNG,,500,수성 | 수승 | 수숭
5c035fff5-5b2f-037e-130a-867b2dbee72a,DA YUEN,707호,,다유엔 | 다윤
5c0dac77f-fd58-8214-0d35-dc535b2bc187,CHANG HYUN,,2018,창현
5c1695ac5-58b6-1bf6-cabd-4f05c89148bf,DONG WON,,35,동원
5c1b9a3bc-c129-3198-6e57-3c3a9f76a34f,SEONGKWANG,,,성광
5c34c6ca5-545b-6790-2a96-ad66b2fd0dd8,SONGJUN,,,송준 | 성준
5c3c68907-730f-fa70-092a-0602749de084,GU BONG,12호,,구봉
5c4ecfd7e-e3d0-740e-dea4-4cf6a06d2ded,GEUM GYEONG,7호,,금경
5c52b08e5-5e44-3f8b-0abd-5788406f42df,HYUN SUNG,,,현성 | 현승 | 현숭
5c66bcafd-dfe4-0ca5-9bb1-257e6cfde936,HYEOP JIN,,,협진
5c6d8e7d6-6513-68b5-c008-9f56a53c6dcd,NIXX,2호,,
5c839f239-925c-eb00-d54b-10742a9699fc,SHIN CHANG NO.,,1,신창
5c8ba2d2b-b76c-90bc-50f7-91980e131515,JE DONG HYEON,,77,제동현
5c9d5929f-f52f-3800-5a29-86752a3b8fea,JOON SUNG,,2002,준성 | 조온성 | 조온승
5ca88a538-81fa-3c5f-6a84-81ff8f29da8f,TAEYANG,308호,,태양
5caf656df-fc17-66d8-8fe7-df965b7bc825,HAENG UN,,,행운 | 행은
5cb4252ad-d2ef-7bc8-bb15-42a207b64728,GOLD STAR,,2,
5cb8635ab-bb21-370c-8741-7647bd5e020e,HAE SANG,,101,해상
5cba26f80-01ae-5b98-2dd5-34ed3f946a92,DAESIN,25호,,대신
5cbd80b01-1933-e09c-ffd8-671509052ddd,DAE HEUNG,,,대흥
5cc715429-9150-a6f1-61eb-df7b35201153,JE GEUM JIN,,2,제금진
5cc75b5c1-17ec-4fd5-7399-b1b232f682a3,MA LI SOL,,,마리솔 | 마이솔
5cee45a4e-eb08-d760-f317-7002a6565a7c,YU SEONG,,,유성
5cf2d3b6e-e2a3-8c47-328a-f8d20b3bcfd1,OG SEONG,,,
5d2a775b8-877f-2ff8-a8ec-bc979d9cbdbd,NEW PEOLS,,,
5d323d983-3202-676d-8296-67d1250e5ef9,MAN SEOK,,2008,만석
5d3ba1f94-4ea3-4a34-1511-5f4644602429,HYUNG SUNG,101호,,형성 | 형승 | 형숭
5d5514a21-151f-9afb-8885-7d2706dc054b,GUMNARA,,,금나라
5d59a80e2-20e4-d4a8-d9ad-0e61d1495628,TWO GUYS,1호,,
5d5d217c4-4acd-f025-a880-398325b64b15,TAEUNG,,88,태웅 | 타응
5d638c203-3c52-fceb-c423-a61180ace9c3,DARK HORSE,,,
5d740c68b-b8ad-0dee-2c51-99d0c5b856fd,JOHWA,,,조화
5d796fa73-3569-5371-9fca-a0e7ff069936,BONG SUNG,,,봉성 | 봉승 | 봉숭
5d84a033c-c100-4aea-5f2d-2d74f2a703a3,CHANGNAM,,208,창남
5d8d93b22-2828-cc0c-eb13-2b70617fbd6b,YUNKYENG,,202,윤경
5d900d4e8-8cca-772c-9831-4ef43ee97ab8,SEUNG RI,,,승리 | 세웅리
5da35baa1-1d33-cce2-9a28-b3862d7fea1a,SEONG MAN,,,성만
5da4ce678-88eb-ae11-1537-8ed2b796108a,NEW DOL PHIN,,,
5daad41bc-c428-ab16-9f76-1b1aee21cefe,HEUKJO,,,흑조
5db634d69-9e8d-d9ca-cda8-d5fc41917055,DONG_ILL,,,동일
5db7b5ee7-7d6b-b834-7f14-5e23384c0714,HYUNJIN,,,현진
5dc084812-2dc4-3db6-b856-70b28610cbf9,GANG IN,2012호,,강인
5dca9e2db-bd38-bdd2-864b-4a52d57be75a,TAI JIN,2호,,
5dd04195c-c5e7-6bb6-7fad-ffd3a5a08d53,JE NAM SU,3호,,제남수
5df2245a7-7e09-8e3f-3523-abc873740ab9,YONG SEON,302호,,용선
5df9e33d7-75dd-de4a-af83-6323c3a4077f,JOBS,1호,,
5e08fc1f6-6ef3-79e3-bea9-cf775f8f8939,JINYOUNG,,5,진영 | 진용
5e0d2fb6a-a83d-760e-b7ba-851bcdd3feee,DAE HO FISHING,,,
5e0d8777d-dff3-4044-aacb-c9a2013a5128,YOUNG JIN,137호,,영진 | 용진
5e0dbb66f-f8fc-f8fe-30f9-78d1eacc1305,GEUMGWANG,,,금광
5e12e4717-76ae-ee52-4005-64631d0ef46f,HYUN MOO ^E.^E,,12355,
5e229adbd-d2e8-4358-3ec0-b27a55626f07,SAM SAM HO@,,,삼삼
5e263b907-7d90-d952-dd44-2d3bc9feca5e,DAEJANG,,600,대장
5e3a7d4bd-d35d-a0a7-0d9c-c5a18ad463a0,KWANG YOUNG,,,광영 | 광용
5e42881fe-e4eb-94f9-17b6-778cbc082658,NEW BAL LI,,,
5e5b8ca79-9265-504d-9ead-2515fe6d1dd7,GANG YONG,,500,강용 | 강영
5e69809a4-432c-b8fe-9cf1-ee68b1b11a85,KWANG SEONG NO,,7,광성
5e6a89828-8f85-5a9d-4b8f-a9656c7913ac,DAEHYEONG,,,대형
5e804bd73-35a0-ebef-9dcf-91746dcad5b7,GOON SAN DO SI EO BU,,,고온산도시어부
5e8e515ea-abd0-35ba-8f4d-9b9fe01be2a3,O SUNG,55호,,오성 | 오승 | 오숭
5eb79c9b4-42fb-d4e7-b630-fdb7b99faa1a,DONG BOO HO@,,,동부 | 동보
5ebfc5309-9585-7292-e45e-97c2c23a0198,YUN JEONG,,,윤정
5ec147b86-6f96-df9f-7a80-9c4d2d7291d7,CHUN MYUNG,,,천명 | 춘명
5ec7aac61-16a2-154e-de09-b57a040bffbd,MAN SEON,,,만선
5ed1e6dd9-90c5-b054-e58d-7be1eafe1ebe,HANYANG,,,한양
5f01e8f4c-c784-0aa9-a95a-45fb54fb0579,DAE DEUK,,,대득
5f0255ca9-9fac-55e7-d4b7-5ed33194bad5,DONG JIN,2011호,,동진
5f0aaf3e5-57d4-7610-591d-7f7064dfa013,NAM PO,,102,남포
5f0cde3d3-3547-9821-4ff0-703daff28a86,NO. OH REN JI,,2,
5f1bdd7b7-779d-8047-6ff0-2a8515efe4bb,NAMYANG,,,남양
5f381d8a4-4b57-c425-8dd0-b39ba43c322a,DONGJIN,,,동진
5f43a6d4d-da44-5151-533d-2a969782fefc,SEUNGIL,,,세웅일 | 세운길 | 세은길
5f5164fca-aca3-2a0b-add4-644af222d5ff,NAM JIN,,,남진
5f521e5c5-529b-57ae-0e23-e5cbf07d5df1,YOUNGKWANG,,,영광 | 용광
5f6b451f5-5757-95de-ca94-2c601669af5b,DEOG EUN,,2021,덕은
5f6d38c50-0e09-1041-3f77-6cedc3b7af8f,JAGALBAT,3호,,
5f775ac37-7490-43a4-2b7b-7f224bdd0533,CHEONG YANG,,1,청양
5f83396ba-a6fc-9641-df24-b8aa850a221f,HAEDONG,,,해동
5f878cb53-3a9a-d4e1-6bee-671971dd5d92,HYUNDAEWINDCARRY,,,
5faead493-393e-b634-cd9c-c962c12e2eb1,GEUM CHANG,,56,금창
5fc553624-4508-06fe-bdb6-1c0f74dae7c0,TAEYOUNG,,,태영 | 태용
5fda7fa51-1063-b8d0-242e-36b8a0f702b9,GOLD FISHING,,,
5fdccc7c8-8290-799f-aabb-aa487cd332b8,DAE YANG,,9,대양
5ff260e92-2e7b-0fdd-6167-f27527605682,EUNJIN,,,은진
600a1962b-b29f-98e6-abe5-f9122e60958f,JAESUNGMIN,701호,,재성민 | 재승민 | 재숭민
60175600e-eb8a-c09a-e2a8-0e168083635f,EUN GAL CHI,,,은갈치
603f1744a-a90f-b1de-071c-b14841a052dc,JIN YANG,,,진양
6043c810d-d9eb-aa75-0e93-49d67b47a21d,BK YONG,,0,
60443d85a-a7f1-0847-fa68-15e64da61f92,HAENG UN,,,행운 | 행은
605aaf548-8e0d-386d-e8dc-5e2531137219,JINSEONG,,202,진성
607c8a54c-c97b-a5e1-2dee-107425b0c5d2,PILOT CHEONG UN,,,
60838c4a2-2ed7-6e2c-91dc-5d808c951515,HAENG BOG,3호,,행복
608907222-2fb7-bb74-0661-19a8162beedd,HAEJIN,,707,해진
609e700dc-c6b0-dbe8-ebf9-090544cac49e,SUN STAR,,,
60ad4fe5b-b728-0d1a-783f-664c8c866596,BUGANG,,1,부강
60ca4b852-2f4e-df6d-0c9d-ace67274b102,EOJIN,,,어진
60cda0454-4691-9ddc-b30b-5170a171f98e,WOO JIN,,207,우진
60ced9467-762e-bf39-1b9a-b159934d9344,SO MANG,,,소망
60d579b44-4ca4-d932-f329-db888ca36d00,TAEYANG,,,태양
60e03a46d-d5dc-e198-3e33-acc347f50b42,HEAJO,,,해조
60e7848ca-a9b1-397f-3445-76a687299adf,CHEONG YANG,,,청양
60ea73d6e-ebcb-cc94-24cc-1eb0a8540559,KEUM PYEONG,,,금평
6100e2155-5280-e815-1861-2a6496f6d61f,MYOUNGS,,303,
613334373-3cd6-ba63-106e-07c96ccef726,SANG DEOK,,,상덕
615a7e907-7100-0a11-a522-34f575395854,STELLAR,,,
616cd15d3-36d7-2efb-0184-c3a9595aa914,ILSIN,,,일신
61873cb93-3ebf-2887-b26b-0bde7338f3f3,FOUR SEASON,,2,
618d99a3a-ac3b-7e19-6597-07a105109ee3,DAE MYEONG,,,대명
6199ffbf6-6405-c510-1737-45523cc7165c,NEW GEURIN,2호,,
619a16e18-85c2-fbb9-3ec1-40813a471b43,YANGJI,,,양지
61a1fe906-6c57-e1af-d4fc-596e27b3663e,BU YANG,601호,,부양 | 부향
61bf23b8e-ebee-6391-f980-c2f4dfc20488,JEONGMIN,,,정민
61bfa68af-f5c6-4137-5a03-4d0d4bf3da4a,K,2호,,
61c547770-0b0c-4e2f-3969-c22a25f0ec08,TIM MANSU,,,
61d6f5502-2a8d-330c-5d7d-85db318c950b,SEONGHYEON,,,성현
61ec049f5-5197-6485-8d79-3b62467d4e6d,WONGWANG-,,,원광
620131fef-f2c7-2862-c5e8-467bc4813308,OOJOO,,,오오주
622a1f3f9-9218-35d4-9378-58a158b79724,DA WOON,,,다운 | 대운
622fa1004-461e-b8c3-c67a-454687e759d3,SINHWA,,77,신화
6239f687f-fca6-94bd-9b36-2da618e28961,NEW LIVE,,,
6251786b1-1a94-594c-8668-a4c757688a59,ROK GOV VESSEL,,,
625334d66-6bd5-bcd2-8aa0-627772560e04,BLUE FORCE,,,
625ecf6e9-9105-3de6-4865-c750288d00bf,CHUNG KWANG,,,충광 | 청광
6260d70d2-2e16-5e56-6ce3-9fe86e929914,SUNGKWANG,,,성광 | 승광 | 숭광
626241691-1e3d-8b8f-f005-9d3f994506a9,SEONG AN,,,성안
62671b30e-e1c6-5675-ec40-6eabe9e75ec3,TAEBACK,501호,,
627f20702-279d-59c1-ced0-b3f04f11f5f9,DAEWON,,,대원
629762528-8709-ed5e-240c-0c2c40d8cd44,JE NAM YEONG,3호,,제남영
62a604f8d-d5be-e250-6e12-382216f6c99f,NAM DEOG,5호,,남덕
62ae7cb6b-b902-8285-2dd1-c9006ae377ea,DONGKYUNG,88호,,동경
62b05a8f9-9afc-7592-96a5-86b1b0ac6cd4,DAE IL,208호,,대일
62b9126f7-7594-c67b-0d26-3f4b87da3b66,HAE,,,해
62bb4e877-750a-606e-2f72-27e2df9880b4,DAE YEON,207호,,대연
62bc92f51-1e45-7a24-4c8c-3a425f77400c,MAN SEONG,,,만성
62c579f02-2f1f-6096-9164-ee9875852daf,NO.WOOYANG,,102,우양
62cd4b651-13cf-af1a-1396-2fcf5043d4e1,WHITE SHARK,,,
62d51449a-a222-4b98-3241-a9502284451f,SHINHYUN,,,신현
62d7d08f5-52b3-84e1-cdd9-32169bc0692f,SINAESAN,,2016,신애산 | 신에산
62dbde812-2cac-c6df-6e57-ee900257655f,HAE GEUM,,102,해금
62de65dc8-8ebd-3df7-f04d-0ae24cae070c,HAE YONG,,,해용 | 해영
62e347afe-edb6-b4fc-9c5b-a43f0d830538,NEWYONGGUNG,,,
6316aa368-83e5-561a-ea10-9fcec9502ac5,HAENG UN,,21,행운 | 행은
6316c45cc-c533-4d0d-836e-53ed1b06a30e,HA YONG,,3,하용 | 하영
631e77ec1-12fc-46a9-b758-c09b30effd5f,BOGYEONG,,,복영 | 보경
632e195c2-2c34-b6ab-3118-b05abf95cbd4,NEW MYUNG JIN,,,
6355131c3-33cc-6517-15db-dc6b4e8531fe,TAEPYOUNG,,866,
63705a1e9-9a13-6ca5-45d3-0fc7b859a08f,DAE SUNG,5호,,대성 | 대승 | 대숭
637634e72-28ab-2782-0328-e9414f65ef14,DAE SEONG,,,대성
63785c31c-c0e0-cba9-9933-03481728c808,IN SUNG,3호,,인성 | 인승 | 인숭
637973e76-6793-3107-a4be-3a936522160d,CHEONG JIN,,,청진
6385297d4-4ece-db99-bb97-5eabfb4359c2,TAE UN,,,태운 | 태은
638bcf8e6-6c49-50b8-2dea-3e191e2e4995,CHEON_BOK,,,천복
639902190-0c53-b0ea-afe9-398095e0d9e3,HAEGWANG,,,해광
639edfcf1-14e8-1bc6-41ca-2a38b8fb6f2e,HYEONJIN,,,현진
63aa36067-781d-7d5c-c56f-924e138d044d,SUNG IL,,,성일 | 승일 | 숭일
63bd1b5db-bd71-af54-48a1-60cdb447a741,DAE YANG,,1,대양
63c89a755-50ba-ebd1-dda7-19f297194e39,TEAWHA,,11,태화
63c9c8db1-1322-42ec-7da3-ea3507ae51a1,GEUM NAM,,,금남
63c9ebc2c-c05c-0771-34b6-6623d35226b5,DONG IL,2023호,,동일
63ce502f7-7472-5845-4737-de9729ab8c89,I RE,,,
63de3169a-a1a7-cf8f-e835-48b3c5eab2eb,DONG KYUNG,75호,,동경
63f2bc2f6-6d89-8bb0-af96-9f21ff852238,TN LETO,,,
63feaf79f-f2ae-f9d1-6025-dddfc55b8d52,WON DAE SEUNG,,,원대승 | 원대세웅
